C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_36_623.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_36_623.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_36_623.jpg,0,1,0,24.24723
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_36_695.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_36_695.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_36_695.jpg,0,1,0,25.00365
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_36_768.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_36_768.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_36_768.jpg,0,1,0,25.76633
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_36_838.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_36_838.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_36_838.jpg,0,1,0,26.33611
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_36_912.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_36_912.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_36_912.jpg,-0.1,1,0,27.08954
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_36_982.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_36_982.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_36_982.jpg,-0.25,1,0,27.62583
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_37_055.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_37_055.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_37_055.jpg,-0.45,1,0,28.26502
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_37_128.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_37_128.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_37_128.jpg,0,1,0,28.85185
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_37_199.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_37_199.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_37_199.jpg,0,1,0,29.38086
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_37_271.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_37_271.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_37_271.jpg,0,1,0,30.10297
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_37_342.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_37_342.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_37_342.jpg,-0.05,1,0,30.19018
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_37_410.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_37_410.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_37_410.jpg,-0.25,1,0,30.17834
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_37_489.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_37_489.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_37_489.jpg,0,1,0,30.18233
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_37_556.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_37_556.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_37_556.jpg,0,1,0,30.18889
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_37_626.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_37_626.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_37_626.jpg,0,1,0,30.18986
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_37_700.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_37_700.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_37_700.jpg,0,1,0,30.19065
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_37_777.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_37_777.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_37_777.jpg,-0.15,1,0,30.18555
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_37_844.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_37_844.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_37_844.jpg,-0.3,1,0,30.17064
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_37_920.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_37_920.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_37_920.jpg,0,1,0,30.1884
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_37_997.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_37_997.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_37_997.jpg,0,1,0,30.19004
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_38_069.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_38_069.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_38_069.jpg,0,1,0,30.19026
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_38_145.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_38_145.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_38_145.jpg,0,1,0,30.19029
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_38_215.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_38_215.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_38_215.jpg,0,1,0,30.1903
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_38_284.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_38_284.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_38_284.jpg,-0.05,1,0,30.18979
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_38_352.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_38_352.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_38_352.jpg,-0.25,1,0,30.17498
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_38_421.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_38_421.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_38_421.jpg,0,1,0,30.1894
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_38_492.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_38_492.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_38_492.jpg,0,1,0,30.1905
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_38_562.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_38_562.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_38_562.jpg,-0.1,1,0,30.18855
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_38_634.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_38_634.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_38_634.jpg,-0.3,1,0,30.17061
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_38_704.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_38_704.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_38_704.jpg,0,1,0,30.18828
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_38_779.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_38_779.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_38_779.jpg,-0.05,1,0,30.19014
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_38_845.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_38_845.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_38_845.jpg,-0.2,1,0,30.18239
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_38_920.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_38_920.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_38_920.jpg,0,1,0,30.18372
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_38_993.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_38_993.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_38_993.jpg,0,1,0,30.18954
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_39_071.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_39_071.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_39_071.jpg,-0.2,1,0,30.18361
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_39_144.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_39_144.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_39_144.jpg,-0.35,1,0,30.16717
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_39_219.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_39_219.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_39_219.jpg,0,1,0,30.18928
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_39_292.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_39_292.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_39_292.jpg,-0.05,1,0,30.18947
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_39_369.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_39_369.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_39_369.jpg,-0.25,1,0,30.17773
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_39_447.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_39_447.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_39_447.jpg,0,1,0,30.18942
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_39_525.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_39_525.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_39_525.jpg,0,1,0,30.18968
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_39_600.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_39_600.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_39_600.jpg,0,1,0,30.1903
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_39_673.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_39_673.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_39_673.jpg,0,1,0,30.19032
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_39_747.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_39_747.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_39_747.jpg,-0.05,1,0,30.18973
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_39_822.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_39_822.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_39_822.jpg,0,1,0,30.18731
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_39_903.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_39_903.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_39_903.jpg,0,1,0,30.1903
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_39_977.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_39_977.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_39_977.jpg,0,1,0,30.19015
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_40_044.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_40_044.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_40_044.jpg,-0.15,1,0,30.18456
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_40_115.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_40_115.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_40_115.jpg,0,1,0,30.18961
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_40_189.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_40_189.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_40_189.jpg,0,1,0,30.19043
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_40_266.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_40_266.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_40_266.jpg,-0.15,1,0,30.18531
